id,transaction_id,amount,currency,time,verified,deleted,last_update,payer_name,country,city
19,7e6c86e3-9d28-4b4c-a56c-06037307798b,-2515.64,EUR,13/08/2020,TRUE,FALSE,U742905 - 13/8/2020 12:23:06,685e799f-1688,USA,Chicago
20,e32013ff-7fca-4b0c-af3c-14bb1f7e377d,3454.97,EUR,13/08/2020,TRUE,FALSE,U742905 - 13/8/2020 12:23:19,fe11c592-3ff0,USA,New York
21,06b8ff11-518b-4be5-863e-3217a69c635e,6099.48,EUR,13/08/2020,FALSE,TRUE,U742905 - 13/8/2020 12:23:26,d7156f38-eea7,UK,Durham
22,f84c20c9-982c-4ed4-ac63-7277ba59320f,6984.8,EUR,13/08/2020,TRUE,FALSE,U742905 - 13/8/2020 11:58:29,dfe8ca48-b38c,Germany,Berlin
23,1969a3f8-f50e-4fd7-9e82-91f2f679040e,9981.23,EUR,13/08/2020,FALSE,TRUE,U742905 - 13/8/2020 12:23:31,10461296-85c9,Austria,Dornbirn
24,976f7e81-9423-4f13-967d-975ab1b6118f,-8505.38,EUR,13/08/2020,TRUE,FALSE,U742905 - 13/8/2020 12:23:10,3f10a156-357f,France,Paris
25,7e5677ad-65a4-407e-82da-06131f3cffa9,2309.41,EUR,13/08/2020,FALSE,FALSE,None,47173f41-9576,USA,New York
26,4222f91f-e067-4d71-90e7-00f0575eb0fc,2996.94,EUR,13/08/2020,FALSE,FALSE,None,19d071b0-7905,UK,Durham
27,4663d492-8836-42a9-ae78-cdd958c050c8,1061.46,EUR,13/08/2020,FALSE,FALSE,None,c41bd992-158f,Germany,Munich 
28,8ddf4ddc-0fe1-4cf5-b0ec-7500a863d85b,1492.48,EUR,13/08/2020,FALSE,FALSE,None,0fcc8158-1aea,Poland,Warsaw
29,ca08d00b-7170-40bf-ba34-c478eda483f4,759.92,EUR,13/08/2020,FALSE,FALSE,None,ceffe10c-4696,Austria,Linz
30,53392884-2ce9-4ca8-a5a0-e82e0c3306bf,8624.06,EUR,13/08/2020,FALSE,FALSE,None,a6a52473-41c8,Belgium,Amsterdam
31,8896059a-9f11-40bc-b53e-8d6b37c32bd7,2740.63,EUR,13/08/2020,FALSE,FALSE,None,d2790d11-1e23,Spain,Barcelona
32,406022dd-5670-429d-b8e9-1f6818bd8293,4961.89,EUR,13/08/2020,FALSE,FALSE,None,3576b18c-d8c4,USA,Chicago
33,58a11df0-13ec-48d0-aa05-20bf1d052ada,8925.55,EUR,13/08/2020,FALSE,FALSE,None,e115f096-484f,Belgium,Geel
34,1e0dd484-fde8-48c4-922d-8145d0b3c33e,8854.85,EUR,13/08/2020,FALSE,FALSE,None,96391fb5-e4d0,Poland,Wroclaw
35,81dd3a0b-e2cd-43ff-89a5-a5a27252d2c3,-7628,EUR,13/08/2020,FALSE,FALSE,None,56d82975-25ae,Austria,Vienna
36,0a40a537-d2dd-4838-8b60-cffb8b1095d1,9722.82,EUR,13/08/2020,FALSE,FALSE,None,bcee66fe-3cc1,Austria,Telfs
37,57c593a3-d3c1-4739-9996-89b0b7efb04b,6269.86,EUR,13/08/2020,FALSE,FALSE,None,8b216c1a-dfe5,USA,Los Angeles
38,7d3f9823-9bab-4459-9eb7-2714af9a0c6b,4086.01,EUR,13/08/2020,FALSE,FALSE,None,7f68969d-0be3,Austria,Telfs
39,a9c4fadc-282b-4d45-a7d8-b6f4db961be6,8848.71,EUR,13/08/2020,FALSE,FALSE,None,4c5e6d4a-817a,USA,San Diego
40,c2645d62-3331-46c0-8281-0993af635123,8807.46,EUR,13/08/2020,FALSE,FALSE,None,325b0ead-b0ad,Belgium,Halen
41,33ffa2e0-1a59-45c3-a95f-fb2d3ba8bdb6,3406.78,EUR,13/08/2020,FALSE,FALSE,None,7a8c6bb3-af33,UK,London
42,8d0600d2-a292-48b7-b1bb-f1f3abf1ee9d,975.27,EUR,13/08/2020,FALSE,FALSE,None,a02ffe32-a2dd,Italy,Rome
43,3e0c0cbe-c314-4c7e-beb0-9a534db22924,3207.82,EUR,13/08/2020,FALSE,FALSE,None,21eb5668-ee3d,Germany,Munich 
44,bcc7f238-1c9e-4cb0-bf8b-589523b79f2f,-4427.51,EUR,13/08/2020,FALSE,FALSE,None,73d0b3ee-3d15,Germany,Munich 
45,d2fb78cb-c2a3-4e6c-b09f-9d5b1d26bc93,245.41,EUR,13/08/2020,FALSE,FALSE,None,7ffba982-fa77,Italy,Rome
46,5982f832-e375-490c-930a-b47eec7d601a,9566.42,EUR,13/08/2020,FALSE,FALSE,None,2c2b6437-de2c,Belgium,Antoing
47,0241ab44-6bc3-4d24-a454-c46d9dab1b28,5100.06,EUR,13/08/2020,FALSE,FALSE,None,8449c9c8-0d21,Italy,Milan
48,d4217363-ad51-4ae9-abcc-ab40ecc2e80f,-5768.17,EUR,13/08/2020,FALSE,FALSE,None,fff34b6d-a7da,France,Marsylia
49,813c6f2b-ee40-4a7f-b097-7acd9ee3e273,-3459.89,EUR,13/08/2020,FALSE,FALSE,None,a6fb2798-951d,Spain,Madrid
50,31ea145e-14d7-4f7f-9218-975aa37b5289,-8483.84,EUR,13/08/2020,FALSE,FALSE,None,a6a52473-41c8,Belgium,Dinant
51,105dbd76-aeb2-4636-a129-bd4e283827a2,-5517.09,EUR,13/08/2020,FALSE,FALSE,None,03ff56d2-6d72,Belgium,Dinant
52,bcc367eb-a5d0-4f3a-9bee-11674f53e173,49.47,EUR,13/08/2020,FALSE,FALSE,None,4c5e6d4a-817a,USA,New York
53,7e4f5d59-b53b-4b10-994c-7b41641d4cc0,-3451.09,EUR,13/08/2020,FALSE,FALSE,None,8b216c1a-dfe5,USA,Los Angeles
54,2ab5f84b-1b96-4bda-a955-b91c00b03e2d,-2512.83,EUR,13/08/2020,FALSE,FALSE,None,dfe8ca48-b38c,Germany,Hamburg
55,e0f98682-e5a2-414c-b721-80d42784560d,-4473.91,EUR,13/08/2020,FALSE,FALSE,None,c4425ccc-042b,Spain,Bilbao
56,69b58e2c-fdec-4d65-a5d7-49be0fcb1b81,-4611.87,EUR,13/08/2020,FALSE,FALSE,None,312d787b-1ba9,Austria,Vienna
57,a8ce22df-995f-4db5-85df-8df92849f044,-3339.98,EUR,13/08/2020,FALSE,FALSE,None,a6fb2798-951d,Spain,Madrid
58,80d06bc5-8665-45db-bc59-d930c9f52ce4,-3333.57,EUR,13/08/2020,FALSE,FALSE,None,3f10a156-357f,France,Paris
59,b080794f-d2bd-428a-ac01-c14364cd1c1d,5671.4,EUR,13/08/2020,FALSE,FALSE,None,9be7bf52-8553,Belgium,Brussles
60,6e98f157-01dc-4872-9346-2522309f80c3,-890.31,EUR,13/08/2020,FALSE,FALSE,None,34ae175d-1d4c,UK,Manchester
